reviewId,content,score
946d4e52-4dec-4a7d-a8cc-7586e22eea40,expensive,1
d877211a-c60e-4734-bafc-9cc93812f135,meh it gotten super expensive and adding a bunch of random weird stuff all the other streaming service have all season of show while netflix only ha the first few of the last few super annoying also if im not home on home wifi i cant watch netflix on my,1
d4e33641-0fbf-4427-ab09-3c16ba98bec4,very bad experience i think it wa free but you are taking 450 r for a month are you gone crazy,1
49a718de-22f8-485c-8a90-42cd3b390cd9,it wa a great app for so many year until they stopped letting people share there account and for what to make more money it stupid and not worth it anymore this wa the most used app by most people im sure they were making great money before they put,1
5043f6e0-76f0-48cf-a20e-d1c485d82734,i am giving 5 star because i love all content movie webseries drama but i am very frustrated because of household update it come again and again after 45 day please netflix team do something because of this i cant enjoy it my humble request to fix this,5
e0272ff5-c344-450b-a04a-92887bbd24d6,you still get ad even with paid subscription,1
6fcc044a-83b1-49d5-b61d-315025aa1240,very nice aap,5
fe748ec9-80b6-402f-9405-3d07438b4b78,i used many ott platform i couldnt satisfied with their contentnetflix is outstanding to all other ottno comparison to netflix 1010 total paisa basool thanks,5
8d9a3596-5ad5-461e-b119-e07eacc6360f,good and faster,5
7762fa76-56bf-46d2-affe-7f2a92f9a9b1,very bed issue household,1
2f069c60-e883-48b6-a626-9a239013467f,very good app,5
0b0e5807-594d-4132-81a4-c3eb2c057e2f,i am not so satisfied after taking the subscription on netflix it is getting problem while browsing on mobile application it getting loading on and so on im not going to take subscription next month you guy are not fixing it why should i suffering such kind of problem it,1
6ef60e3e-392f-4863-a225-acb848bdb2f0,old but still work,3
22403d79-e0fb-4df6-b18c-aae2e486c29f,there still missing alot of kdramas for eg season 3 dr romantic is alreadly out but it still missing and many kdramas is still not added a for my favourite genre of kdramas i wish netflix would only focus on collabrations on these actionlaw adventure and crime kdramas these are,2
bd211303-1797-42be-82bb-4bf3357ad32f,cant get my account to register with the tv,1
ea32ab65-49af-4bd6-8f68-b206c665929d,nice love it,5
0b03cd00-b7e3-4c0a-8ff1-61585c2e5177,very good,1
4e668e46-6563-426a-9115-7b2165b4e233,i cant watch my show whenever i watch a download or with wifi it isnt working the screen is just an endless loading screen what give we paid good money for this,1
54042769-ebb8-4a3b-b764-452e2a7b4854,best apps,5
086f7464-e9cc-43b3-ad1e-6ed6e9f9aef7,it keep glitching,2
89beb8a3-858f-4564-8960-17be2a00c832,nice,5
521b2350-6b8d-47bd-b2d7-a904455de429,wont load on my phone recently also startimg to get too expensive to keep,1
0ffbe5d9-6da6-445f-aeb7-c60a61564885,been sharing this account for 10 year with my family stop banning me because i dont use the same wifi you greedy turd 89 billion in 2024 wasnt a big enough profit margin,1
f4708df5-698e-4431-9f2f-9fa69a40a638,i have had netflix for year but now when i go to the app and click on my profile it only show the main profile preferenceswatches i had to designate the main profile to my 80 yr old father so he could easily find it i created another profile for,3
4357978c-2c65-48e1-ac75-39937bcd3051,it a nice app but im just that henry danger dose not have all 6 season,5
943666c6-3fa0-4b59-8388-8521dfcb521c,love it,5
57b939d8-8908-4bfb-afce-7a665cec072b,stupid apps i pay twice,1
9a1a1899-f21e-480e-a24e-e965f3469091,best app,5
fe1c4364-9847-4df0-80a5-a4ac6d4ff90c,netflix need new material i have enjoyed some good series maybe they were so good nothing compare if thats how it is then we should all drop netflix put some good stuff on here soon,4
7d09d9bd-106c-494f-97d0-0b6941af2433,good and amazing,5
c0c7280e-917f-4138-a1ba-0a45f0c67526,wow before i had netflix i had d app and the difference is well netflix is so much betterit ha this thing today pick for you omg they get what i want to watch even the movie made for netflix are amazing and everyday something new yes this app cost,5
f3c6067a-e583-40e8-a468-50ef56bc811b,love it best tv app going besides paramount plus of course,5
2126a698-8745-4973-bd64-bf13f8f344ea,easy to use,5
f7da6208-c65f-414c-b9c4-2e083e1e7de1,suddenly stopped working with error that cant be fixed so infuriating device failure occurred please restart your device and try again 5011029,1
fce3c245-2548-4747-8796-0d1b2a42bde2,good need to not be like disney with ad latee on tho there are doing hood for now tho,5
ba752ba4-2c01-4e2b-9b4e-1729b6d1b3c7,price for way to much plus cant share with grandkids,1
cdb7b319-85c1-44fe-8dda-68995ba3d8aa,better,1
bdeab96d-bf49-426b-aab0-0147cc070b21,i dont understand what is going on this happened once before very irritating i spend half of every week with my daughter taking care of my grandson so am on her account a a member of the household least 50 of the time i make sure to log into the,2
5ca58864-0a29-4b1b-ba1a-c961a8476214,why i cant access netflix my due is on march13 pa pomay load namn ako pero bakit d ko na ma i opend na po ako nakapanoodano po ang problema,2
27b2cf3c-2ac7-40a2-9ccf-25d44664db0a,there seems to be an issue after downloading contenterror 57 when playing downloaded contenti have to redownload the contentplease fix this,4
33a74c47-24fa-4733-b65a-9befbfcf7545,i like it but please bring back black butler the anime,3
f8cb20e8-f058-470f-8ae5-a485a1b31bf4,the best app ever,5
8453ebc3-4611-407a-a46f-c84e327c6295,enjoy,3
dfc02739-b4fb-43ab-a6e0-15ff7ecc7c5f,with how unstable and unintuitive the app is and how expensive the plan are getting notified a a change in termsupdate rather than a price increase btw youre better off sailing the seven sea for your medium content,1
99a549ab-3912-4a44-bb31-253e5f675f06,household wa the worst addition,1
c28467b2-cdf1-4199-93b3-490e2bfebdef,the screen brightness is too high i like to watch a i fall asleep the brightness is too bright at it lowest setting i use other apps most of the time,2
525df88b-641f-44a0-8f0b-d8e3fa33eedf,where is the camera,5
58c81fe0-001b-4bb9-b47c-1efee45e3f01,good,5
a9fabb9a-bc78-4c79-a932-701a3ffb2131,netflix app ha all the latest feature and just love all the movie thank you netflix for your service,5
181165de-302a-4f3f-b180-56c1f42c8b4d,i cant sign up and chat with ask for help from live chat it took a long time and nah i give up,1
94f93d14-9e9c-48ba-aad6-383e60dc159c,this app is always crashing slow to load always freeze,1
043b78f4-b396-40c1-a1ca-cc9537e8240a,constantly having to change household to use my netflix is dumb a hell,1
c18ba114-6541-4da2-9888-4b20142ef489,great who is irany,5
0858bdc1-0fbe-41b5-90f3-fc2d5e923b35,after downloading the video it doesnt even play fix the bug,2
83da6ebb-ec79-419f-ab7f-be11c212940e,perfect hd love the movie,5
6de20667-7980-4e0e-b6da-1c69c5bd3402,this app allow user to download and watch offline,5
8c82161d-c310-480d-9f7f-3df3e94eae51,it an amazing app but doesnt show updated and interesting nigerian movie,3
95e28ed5-0cfc-45ec-b0bd-958e1e5b2629,first time need a semple so i can decide,5
d66c2f62-424a-4b3e-b59b-f5cc1d80b346,so far so good,5
304f34ea-d36d-4dbb-858d-a0673bb55030,you need this,5
72efdd06-8290-45b8-8a5c-21020c359351,very nice,5
4629413f-3b48-4d5b-94a4-269ae79f849e,i cant access my,5
953d1cea-2679-4c4d-a434-423be5494b1b,i love it it should have infinite love keep downloading pls,5
60bef9f8-59ff-48f1-9ae5-0daac29c292c,exqusite,5
f1f46314-5b97-42d8-a76a-fdbc15fa62d1,third class app,1
72aa95e2-6de9-431c-aeb2-4e32af36ef3d,not a good app,1
0b40ac72-5c17-4ec2-a72b-e697113a72ad,the app is a little bit slow but i love the app,1
8c15f584-70c2-48a3-ba40-4d0b90a4d361,whenever i try to download it not downloading and it keep lagging all the time it show downloading but cant downloadworst app i have ever invested money on,1
c918ad4a-ea93-4d41-abfd-1bf74c214eea,best,5
e4340145-31ea-4ca9-8f0c-96144d97a889,third class aap it just fraud i tell all india people dont instal or take a subscription they just deduct your money and after that you cant watch any video i hope every one should delete and ban this india should make own aap dont trust other country,1
52a1a8fa-53a2-4954-a45c-88dfd52474b5,dont care for the new layout of netflix since the update box are too big on my roku 43 smart tv and show less movie and tv show on the screen too wasnt broke why fix it also noticed in the review there are not many update review for 2025,2
1a4a70ed-7ac1-481d-8852-be290ec3d5a6,very very nice,5
24c93afe-237b-4d53-b6ba-5f61bd02b8af,recharge facility is not good,1
6ad709c9-01c1-49fe-bca2-14e1c7ddab7f,thus app is just perfect,5
f58407cf-7fcd-488c-9a1c-2aacf3d017d6,even if i have a hd plan it play only in sd and i have to uninstall the app and reinstall 20 time to make it work in hd quality,1
eebddb6a-640b-4ef6-85d2-3fe16e3a6d3e,netflix good but audio language improve in tamil better,1
269a2e91-0a80-40eb-9556-aef536f4faa8,netflix is unawesome used to be the best,4
26322845-872e-4abe-a7b4-e6843910ac4d,couldnt help being greedy charging more for such small thing and also take off all the good show,1
f86340e7-da19-485a-adea-df99add478d7,by the way it o nice but i am not manageing mine,4
51dfce37-ad49-47c2-ab3b-3b6a7a273961,please dont make the audio description the default please it annoying specially when watching a series and you have to change the audio each episode i know you mean well but if i want a narrator to descride everything id listen to podcast or buy an audiobook thanks,3
b83bf837-fb92-46bd-b9e6-5de9c1a820e7,like,5
31c01aa0-2949-4430-913b-8a34a84ef94c,netflix is recharging my account even after i canceled twice this is fraud,1
d75bca76-cf4d-4e39-b807-96c4d833828e,started blocking some context in ad supported plan,2
65bc76c6-fb41-4dd9-9928-12db5efa559f,best streaming service,5
3f7afb84-1883-4f64-b606-37de84471d6b,ive updated this but now it say error in black with my safety check updated this yesterday 5th now add whats going onwho are we paying for,3
8329b0ca-3eb5-42a4-bd87-37c40aacabf3,nice app you try it,5
f256b9ee-f0ca-4aa4-a0c4-d31e245488a3,not good,5
31c96d3f-e568-4aa5-83c5-b9cf9bd265e0,very nice apps everything that i watched is here,5
5bf46f9a-c66b-4160-ad7e-73b7dbee1ca6,randomly decided my phone wasnt part of the household so now i cant use a service i paid for stupid setup for a stupid app and a waste of my money,1
846536a4-fc28-4dab-ab77-65ace433f3ae,app achha he bt update kro to video loding issue dikhata he or phone switch off ya restart kro hi video chalta he nhi to all day netflix ke video sirf loding issue dikhate he,5
1dba6852-bc9a-47b1-aab1-83eb2c659e93,value for money with unbelievable great content on platform with lowest price and no ad and also best personalized content for user,5
48b48e4b-253d-42af-be86-44ffc265d51c,i have never used it before i think it okay,5
ef9bf390-40f4-4c18-8726-fa2246c83a36,great entertainment entertainment not no1 because we are not able to share screen with love one,5
7ee8f91e-4e28-4088-86f7-959576c15ad8,plsss add vatanim sensin iwant to watch it so bad i cant watch on netflix because netflix lack all the movie i want to watch,1
6f937046-2b97-4985-a09d-19b45c129696,some other country have better tv show and movie i have been requesting a tv show but it never came,1
66447fd4-db3e-4b5a-8ace-13aa8f26ecb9,i have been trying for 4 day to use it from my phone but i cant play the video all i can do is watch the loading symbol for infinite time and when i tried to chat and resolve the issue no reply wa give from the customer service agent,1
55b59c8a-14ea-456f-98d6-8ec5b1bef374,what an awful app this become you have to pay then only you can enter into the netflix homepage without we cant even see the movie or series that were released i know that we have to pay to watch but we have to pay for browsing also netflix please,1
59c34c1d-4208-41d1-8ae0-aa51d1697012,giving this 4star bcuz this app doesnt contains a much anime a i expected i would give a piece of advice to expand the library of animation thats it,4
a1c2d8dd-eaa1-4c04-8d5c-899562fcdf4d,on the mobile app why the hell is there no continue watching option my progress is constantly reset now on show since this latest update on march 3rd and i cant find the section for continue watching to pick up where i left off on my last show i can,2
357ee222-d7b8-462d-9ec1-09cf56f7c97a,shouldve provided 1080p in basic plan considering the fact netflix is more expensive than all it competitor,2
d7495c00-94c6-44c8-a02c-b5fcf22fef73,yes always have a problem in connecting,3
ffa7fe04-9620-434f-82a7-ed580e41b143,interesting,5
b27dc3ca-71ac-4896-ac6b-fe2453f44cda,cant uninstall and it spam notification,1
44dddbdd-877c-404d-972c-a3bc37074616,it good,5
a5ff9576-b57b-4348-b14b-6ea648e18264,totally fraud,1
53141915-c024-4458-b3c1-61c56d86aad3,tha app doesnt work anymore,1
ed58f4ca-05b2-4fca-8354-daf66df52f41,one of my acct seems broken i cant used it,1
1400aaac-27c6-4f48-899e-eb5077cd851f,awesome this apps,5
1d2bbbf8-d930-48c2-be84-ac893f59f4a6,improve your payment process,1
0b0f169a-02e3-4b13-a8a5-45b2040419d9,like it,1
a111ac6a-e63b-4ed0-a436-eb586085e6b9,continue watching section ha disappeared from the android app disappointed,1
1a129eb3-8c71-4941-a3c0-780355a8e637,login problem this is worst app,1
f49f2c3e-5b5a-4eeb-bcd9-e6268da5f8cb,awesome place for movie,5
5e328b4b-e7f5-46aa-a0a5-e6f67f91d026,i want to log in my account and it doesnt work,1
994c30fa-cc59-4102-87b7-f98c0efce6d5,can not sign in,5
212d24ae-b280-4392-a162-84d24c0548b0,yesterday i could download 25 episode of brooklyn 99 today i cant even download 10 im only allowed to download 9 of brooklyn 99 fix this issue please,2
662208c8-4f9b-4f40-8b0b-f298822d1cd9,this great for everyone,5
aefcccd2-5cc2-495a-95dd-8d3ba600ad54,not working properly keep buffering i dont know why,1
4fc0c922-970c-4387-9972-5a4bf325e8c0,fine,5
c777d5cb-7b9e-4be2-bc15-8a22872fb269,nic aap,5
3025a534-e4e7-42bd-9970-cf83200c9c03,very very fantastic,5
67e887d0-799b-475b-9e75-dda85eb3f5db,it is amazing,5
0ef69fb0-6ef3-4110-89bd-c0a12e611e3e,to hard,3
9c0523da-c09d-47a8-8abc-fda8d994e884,very good aps,5
699a80e7-a784-41b2-bdf9-32dbb72447f4,this is the best because i can watch movie without going to the cinima,5
058e8647-883b-45c0-8a81-36767a86d751,nice app,5
3a9ad9f1-c9a4-4bc3-8d2b-8db7c11f0ea3,i would have give it a five star but now it getting slow when watching movie and not giving enough good movie to make someone even want to pay for the app,3
a41bbfb3-c0c6-4d5b-824f-e4422012560e,please upgrade this app for 5 device use him same time,5
a39f6f37-b85b-4b93-9b52-e58f4633925e,very stupid app and call center,1
2e0bffde-41e1-4377-89a4-22e9b626f0cb,not that good,4
a1a2c4bb-dacf-45f7-ba87-87e25024e8f6,i am not able to see video after app update kindly address this problem a it is waste of my money for subscription to the app please contact me a soon a possible,1
9ee56a47-04e3-41ed-8dda-bf712fe07cc5,since last update on my mobile i can nolonger acess my profile it say im logged into my profile it make me enter the profile lock then display another pofiles viewing and not mine disappointing a it work fine on my wife phone,1
54851268-3fcf-40ab-9108-c01eaa217a9a,i got debited twice still couldnt sign in co it kept taking me back to finishing up even after payment am just so tired,2
c3448884-8c66-4bb8-9c18-12d179f711d4,netflix is very great app it paid but we can watch all the movie in a very good quality any time so love this app,5
c89e8c59-2e7b-45f3-8bce-cf2c4c3e5e45,service not good,1
3abd7b64-a8f3-44ab-af07-4314a50a6164,increasing the standard tariff by 2 what a joke,2
7815608f-bb1f-4c96-a2ef-8e599e85455b,it great i like all movie that come on,5
0f11675e-6610-4114-b467-385c2c1f4a52,i am so happy that i got netflix because it ha all of my favorite tv show and movie,5
dea623d4-b175-4a73-a048-0a5745b0e254,ndara,5
d6b536cf-1d76-4fda-8cde-5f7695d25be4,ad plan now remove over 150 original series and movie they just keep screwing u over well im done paying and now delete,1
106c2f7c-75d7-4b74-af66-49912ab30762,keep increasing price movie are not a interesting anymore and feel like option are limited keep on suggesting the same movie that weve seen hate the new design do better netflix,1
5acffad1-a67c-456b-80cd-033ff32dd812,my movie keep getting delayed and the voice is off,1
a455e3ee-b7a0-4bdf-87fc-fbc3a4d0f1db,and now im pissed for over a week now your app ha permission to override my personal setting there is absolutely zero reason you should be allowed to override my brightness setting this need to be fixed immediately,1
17aa5fea-32ab-4fbb-be2d-892a57246e06,worst,1
401f8616-d489-4983-be73-09f413eb9595,i love netflix series and their documentary,4
62f42f4e-77e6-419b-8ad3-cadb8fe14672,worst audio ever way too low when there is dialogue but when action happens it way too loud garbage,1
4ab7debf-9271-4243-8f5d-28eafa6cfbad,no ad wa the whole reason i got netflix but now they are just like all other video streaming appsjust want more money,1
27bf03de-b927-492a-ba87-6b2a5875e513,this app dims the screen while playing a video it is very dark nad difficult to see even if you adjust the brightness to full,1
3ec5928e-3372-4624-9b21-fcdad68dcdf6,gooood,5
27d50b5a-c41b-4818-ad09-9d741d6dcc55,dont watch netflix showsthey constantly cancel show they make leaving you frustrated,1
d2bbaaaa-43c6-4370-9fda-d97bede8b0e1,remember when netflix tweeted that love is sharing your password well this not being able to share account in different place is ridiculous im away at college and i absolutely will not be paying for a new account when i already have all my stuff set up at home with,1
5cfb1695-a7de-4657-bfc7-aa182832f842,nice app charge money and show old movie,3
baaf36a1-1c76-4ee4-92d4-9476897422f4,pro,1
6e992b7d-6200-4bf9-af5e-0844df0d8992,netflix is bringing popular k drama in india but unfortunately they arent available in hindi and other indian language it a big turn off we would love netflix more if these series are available in indian language please consider adding more audio option,4
212205a9-c6d5-4925-badb-b74628bc2741,whats the problem i only watch it on my personal phone and steaming medium device attached to my tv never ever had any problem but all of sudden i can not watch it on my phone so i have to take the 14 day watch limit like something and cancelled,1
0bda415f-5e75-4be6-9fcb-14e7693c40a4,using my google pixel 7 pro and screen keep fading between high and low brightness help,4
c9ed3749-581a-49a0-b5b1-ccc1790110f7,stuck on loading screen even when internet connection is robust,1
13db7814-0115-454b-995e-70c7976f48e0,it fun and entertaning you can serch for whatever what i like to watch is the flash so check that out bye,5
1614e525-f895-4fcc-be2e-04a532117c7f,best in the world,5
87139660-779e-4089-a7f0-70699e801986,love itbut please add new series please,4
ce5927a8-7169-4171-801d-eebf06437ef8,very good,5
a2522fef-ac25-4214-94ad-9b30dd24aeaf,it wa insrantly hacked i know by whom the police are involved,1
